Vehicle_ID,Vehicle_Name,Template_ID,Template_Name,Manufacturer_ID,Manufacturer_Name,Tech_Tier_ID,Tech_Tier_Name,Domain,Family,Vehicle_Type,Size_Class,Role,Genre_Tag,Lift_Mode,Propulsion,Power_Source,Hull_Type,Crew_Min,Crew_Std,Passenger_Cap,Cargo_t,Length_m,Beam_m,Height_m,Mass_t,Local_Cruise_kph,Water_Cruise_kph,Dive_Depth_m,Vacuum_DeltaV_kps,FTL_pc_day,Range_km,Endurance_days,Agility,Sensors,Stealth,Armor,Shields,HP,Hardpoints,Option_Slots,Operating_Cost_cr_day,Maintenance_Hours_100h,Availability,Legal_Class,Default_Option_1_ID,Default_Option_1,Option_1_Cost_cr,Default_Option_2_ID,Default_Option_2,Option_2_Cost_cr,Default_Option_3_ID,Default_Option_3,Option_3_Cost_cr,Base_Price_cr,Total_Price_cr,Notes,Source_Note,Weapon_Profile_1_ID,Weapon_Profile_1,Weapon_Profile_2_ID,Weapon_Profile_2,Default_Loadout_Cost_cr,Combat_Rating,Threat_Rating,Primary_Faction_Tag,Secondary_Faction_Tag,Civilian_Use_Tag,Rarity_Score,Rarity,Vendor_ID,Vendor_Name,Vendor_Class,Economy_Band,Acquisition_Tier,License_Requirement,Upkeep_Band,Campaign_Balance_Points,Encounter_Role,Salvage_Value_cr,Refit_Cap_cr,Crew_Quality_Minimum,Evennia_Typeclass,Prototype_Key,Vehicle_Slug,Domain_Slug,Family_Slug,Vehicle_Type_Slug,Role_Slug,Tech_Tier_Slug,Availability_Slug,Legal_Class_Slug,Rarity_Slug,Economy_Band_Slug,Encounter_Role_Slug,Lockstring,Spawn_Location_Tag,Home_Tag,Import_Action,Active
V-AIR-RS-AER-T5,Aetherion Rotor skiff Mk V,AIR-RS,Rotor skiff,AER,Aetherion Guild,5,Military,Aerial,Atmospheric Craft,Rotor skiff,Light,utility rotorcraft,Aviation / Sci-Fi,Flight,Rotor nacelles,Antimatter / Gravitic,Aero hull,1,2,5,0.82,7.3,7.9,2.5,3.5,384,0,0,0.0,0.0,1410,3.1,10,6,5,4,4,35,4,6,524,8.5,Rare,Restricted,OPT-06-T5,Bio-Muscle Lattice Mk V,6804,OPT-08-T5,Reactive Plating Array Mk V,12667,OPT-31-T5,Probe Bay Mk V,5670,100372,125513,"Rotor skiff base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-025,Pulse Laser Mk 5-L,WL-425,Flak Cloud Dispenser Mk 5-L,19976,10.4,19.4,NAVY,SEC,restricted,34,Uncommon,VEN-001,Transit Dock 1,dealer,Prosperity,Tier 2 - financed asset,Military,Moderate,23.4,Line,25103,35144,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/air-rs,aetherion-rotor-skiff-mk-v,aerial,atmospheric-craft,rotor-skiff,utility-rotorcraft,military,rare,restricted,uncommon,prosperity,line,,,,upsert,True
V-AIR-RS-NVF-T5,Nova Rotor skiff Mk V,AIR-RS,Rotor skiff,NVF,Nova Forge Interstellar,5,Military,Aerial,Atmospheric Craft,Rotor skiff,Light,utility rotorcraft,Aviation / Sci-Fi,Flight,Rotor nacelles,Antimatter / Gravitic,Aero hull,1,2,5,0.87,7.3,7.9,2.5,3.57,384,0,0,0.0,0.0,1410,3.2,10,6,4,6,4,35,6,6,524,12.3,Rare,Restricted,OPT-04-T5,Hydrojet Overdrive Mk V,5897,OPT-11-T5,Countermeasure Cloud Mk V,6577,OPT-30-T5,Jump Beacon Mk V,18514,100322,131310,Rotor skiff base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-025,Pulse Laser Mk 5-L,WL-425,Flak Cloud Dispenser Mk 5-L,19976,14.7,23.7,NAVY,SEC,restricted,38,Uncommon,VEN-001,Transit Dock 1,dealer,Prosperity,Tier 2 - financed asset,Military,Moderate,27.7,Line,26262,36767,Regular,typeclasses.vehicles.Aircraft,vehicle/aerial/air-rs,nova-rotor-skiff-mk-v,aerial,atmospheric-craft,rotor-skiff,utility-rotorcraft,military,rare,restricted,uncommon,prosperity,line,,,,upsert,True
V-AIR-RS-BLW-T5,Bulwark Rotor skiff Mk V,AIR-RS,Rotor skiff,BLW,Bulwark Heavy Industries,5,Military,Aerial,Atmospheric Craft,Rotor skiff,Light,utility rotorcraft,Aviation / Sci-Fi,Flight,Rotor nacelles,Antimatter / Gravitic,Aero hull,1,2,5,0.91,7.3,7.9,2.5,3.64,347,0,0,0.0,0.0,1383,3.4,8,5,3,6,4,36,6,6,473,11.4,Rare,Restricted,OPT-04-T5,Hydrojet Overdrive Mk V,5897,OPT-08-T5,Reactive Plating Array Mk V,12667,OPT-31-T5,Probe Bay Mk V,5670,87554,111788,"Rotor skiff base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-025,Pulse Laser Mk 5-L,WL-425,Flak Cloud Dispenser Mk 5-L,19976,14.7,23.7,NAVY,SEC,restricted,38,Uncommon,VEN-001,Transit Dock 1,dealer,Prosperity,Tier 2 - financed asset,Military,Moderate,27.7,Line,22358,31301,Regular,typeclasses.vehicles.Aircraft,vehicle/aerial/air-rs,bulwark-rotor-skiff-mk-v,aerial,atmospheric-craft,rotor-skiff,utility-rotorcraft,military,rare,restricted,uncommon,prosperity,line,,,,upsert,True
V-AIR-RS-AER-T6,Aetherion Rotor skiff Mk VI,AIR-RS,Rotor skiff,AER,Aetherion Guild,6,Elite,Aerial,Atmospheric Craft,Rotor skiff,Light,utility rotorcraft,Aviation / Sci-Fi,Flight,Rotor nacelles,Quantum / Null-Field,Aero hull,1,2,5,0.86,7.5,8.0,2.5,3.88,438,0,0,0.0,0.0,1683,3.7,10,6,6,5,5,39,5,6,685,11.7,Rare,Restricted,OPT-05-T6,Void Sail Trim Mk VI,9677,OPT-12-T6,Phase Veil Baffle Mk VI,29232,OPT-32-T6,Science Lab Module Mk VI,23061,140450,202420,"Rotor skiff base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-025,Pulse Laser Mk 5-L,WL-425,Flak Cloud Dispenser Mk 5-L,19976,12.8,21.8,NAVY,SEC,restricted,36,Uncommon,VEN-037,Mercy Refit 1,service,Prosperity,Tier 2 - financed asset,Military,Moderate,26.6,Line,40484,56678,Regular,typeclasses.vehicles.Aircraft,vehicle/aerial/air-rs,aetherion-rotor-skiff-mk-vi,aerial,atmospheric-craft,rotor-skiff,utility-rotorcraft,elite,rare,restricted,uncommon,prosperity,line,,,,upsert,True
V-AIR-RS-NVF-T6,Nova Rotor skiff Mk VI,AIR-RS,Rotor skiff,NVF,Nova Forge Interstellar,6,Elite,Aerial,Atmospheric Craft,Rotor skiff,Light,utility rotorcraft,Aviation / Sci-Fi,Flight,Rotor nacelles,Quantum / Null-Field,Aero hull,1,2,5,0.9,7.5,8.0,2.5,3.96,438,0,0,0.0,0.0,1683,3.8,10,6,5,6,5,39,6,6,665,13.7,Rare,Restricted,OPT-06-T6,Bio-Muscle Lattice Mk VI,9072,OPT-11-T6,Countermeasure Cloud Mk VI,8770,OPT-32-T6,Science Lab Module Mk VI,23061,135431,176334,Rotor skiff base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-025,Pulse Laser Mk 5-L,WL-425,Flak Cloud Dispenser Mk 5-L,19976,14.9,23.9,NAVY,SEC,restricted,38,Uncommon,VEN-037,Mercy Refit 1,service,Prosperity,Tier 2 - financed asset,Military,Moderate,28.7,Line,35267,49374,Regular,typeclasses.vehicles.Aircraft,vehicle/aerial/air-rs,nova-rotor-skiff-mk-vi,aerial,atmospheric-craft,rotor-skiff,utility-rotorcraft,elite,rare,restricted,uncommon,prosperity,line,,,,upsert,True
V-AIR-RS-BLW-T6,Bulwark Rotor skiff Mk VI,AIR-RS,Rotor skiff,BLW,Bulwark Heavy Industries,6,Elite,Aerial,Atmospheric Craft,Rotor skiff,Light,utility rotorcraft,Aviation / Sci-Fi,Flight,Rotor nacelles,Quantum / Null-Field,Aero hull,1,2,5,0.95,7.5,8.0,2.5,4.04,397,0,0,0.0,0.0,1650,4.1,8,5,4,7,5,40,7,6,612,14.8,Rare,Restricted,OPT-01-T6,Afterburner Vector Pack Mk VI,7560,OPT-08-T6,Reactive Plating Array Mk VI,16890,OPT-30-T6,Jump Beacon Mk VI,24685,122125,171260,"Rotor skiff base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-025,Pulse Laser Mk 5-L,WL-425,Flak Cloud Dispenser Mk 5-L,19976,17.1,26.1,NAVY,SEC,restricted,40,Uncommon,VEN-037,Mercy Refit 1,service,Prosperity,Tier 2 - financed asset,Military,Moderate,30.9,Line,34252,47953,Regular,typeclasses.vehicles.Aircraft,vehicle/aerial/air-rs,bulwark-rotor-skiff-mk-vi,aerial,atmospheric-craft,rotor-skiff,utility-rotorcraft,elite,rare,restricted,uncommon,prosperity,line,,,,upsert,True
V-AIR-RS-AER-T7,Aetherion Rotor skiff Mk VII,AIR-RS,Rotor skiff,AER,Aetherion Guild,7,Stellar,Aerial,Atmospheric Craft,Rotor skiff,Light,utility rotorcraft,Aviation / Sci-Fi,Flight,Rotor nacelles,Stellar Core / Singularity,Aero hull,1,2,5,0.91,7.7,8.2,2.5,4.66,507,0,0,0.0,0.0,2093,4.6,10,7,6,6,6,47,6,7,922,16.0,Rare,Restricted,OPT-01-T7,Afterburner Vector Pack Mk VII,10260,OPT-11-T7,Countermeasure Cloud Mk VII,11902,OPT-29-T7,Long-Range Tankage Mk VII,9439,199595,231196,"Rotor skiff base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-025,Pulse Laser Mk 5-L,WL-435,Flak Cloud Dispenser Mk 7-L,24118,15.4,26.4,NAVY,SEC,restricted,46,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,32.0,Line,41615,64735,Regular,typeclasses.vehicles.Aircraft,vehicle/aerial/air-rs,aetherion-rotor-skiff-mk-vii,aerial,atmospheric-craft,rotor-skiff,utility-rotorcraft,stellar,rare,restricted,rare,prosperity,line,,,,upsert,True
V-AIR-RS-NVF-T7,Nova Rotor skiff Mk VII,AIR-RS,Rotor skiff,NVF,Nova Forge Interstellar,7,Stellar,Aerial,Atmospheric Craft,Rotor skiff,Light,utility rotorcraft,Aviation / Sci-Fi,Flight,Rotor nacelles,Stellar Core / Singularity,Aero hull,1,2,5,0.96,7.7,8.2,2.5,4.76,507,0,0,0.0,0.0,2093,4.7,10,7,5,6,6,47,6,7,868,15.7,Rare,Restricted,OPT-02-T7,Silent Lift Coils Mk VII,7387,OPT-08-T7,Reactive Plating Array Mk VII,22922,OPT-32-T7,Science Lab Module Mk VII,31297,186063,247669,Rotor skiff base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-025,Pulse Laser Mk 5-L,WL-435,Flak Cloud Dispenser Mk 7-L,24118,15.4,26.4,NAVY,SEC,restricted,46,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,32.0,Line,44580,69347,Regular,typeclasses.vehicles.Aircraft,vehicle/aerial/air-rs,nova-rotor-skiff-mk-vii,aerial,atmospheric-craft,rotor-skiff,utility-rotorcraft,stellar,rare,restricted,rare,prosperity,line,,,,upsert,True
V-AIR-RS-BLW-T7,Bulwark Rotor skiff Mk VII,AIR-RS,Rotor skiff,BLW,Bulwark Heavy Industries,7,Stellar,Aerial,Atmospheric Craft,Rotor skiff,Light,utility rotorcraft,Aviation / Sci-Fi,Flight,Rotor nacelles,Stellar Core / Singularity,Aero hull,1,2,5,1.0,7.7,8.2,2.5,4.85,459,0,0,0.0,0.0,2052,5.1,9,6,4,8,6,47,8,7,816,19.2,Rare,Restricted,OPT-01-T7,Afterburner Vector Pack Mk VII,10260,OPT-08-T7,Reactive Plating Array Mk VII,22922,OPT-30-T7,Jump Beacon Mk VII,33501,173050,239733,"Rotor skiff base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-025,Pulse Laser Mk 5-L,WL-435,Flak Cloud Dispenser Mk 7-L,24118,19.6,30.6,NAVY,SEC,restricted,50,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,36.2,Line,43152,67125,Regular,typeclasses.vehicles.Aircraft,vehicle/aerial/air-rs,bulwark-rotor-skiff-mk-vii,aerial,atmospheric-craft,rotor-skiff,utility-rotorcraft,stellar,rare,restricted,rare,prosperity,line,,,,upsert,True
V-AIR-RS-AER-T8,Aetherion Rotor skiff Mk VIII,AIR-RS,Rotor skiff,AER,Aetherion Guild,8,Apex,Aerial,Atmospheric Craft,Rotor skiff,Light,utility rotorcraft,Aviation / Sci-Fi,Flight,Rotor nacelles,Paracausal / Transcendent,Aero hull,1,2,5,0.97,8.0,8.6,2.6,5.44,576,0,0,0.0,0.0,2548,5.6,10,8,7,6,7,55,6,8,1230,18.4,Rare,Restricted,OPT-05-T8,Void Sail Trim Mk VIII,17971,OPT-09-T8,Shield Projector Grid Mk VIII,41018,OPT-31-T8,Probe Bay Mk VIII,14040,276452,349481,"Rotor skiff base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-040,Pulse Laser Mk 8-L,WL-025,Pulse Laser Mk 5-L,23296,15.8,26.8,NAVY,SEC,restricted,46,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,33.2,Line,62907,97855,Regular,typeclasses.vehicles.Aircraft,vehicle/aerial/air-rs,aetherion-rotor-skiff-mk-viii,aerial,atmospheric-craft,rotor-skiff,utility-rotorcraft,apex,rare,restricted,rare,prosperity,line,,,,upsert,True
V-AIR-RS-NVF-T8,Nova Rotor skiff Mk VIII,AIR-RS,Rotor skiff,NVF,Nova Forge Interstellar,8,Apex,Aerial,Atmospheric Craft,Rotor skiff,Light,utility rotorcraft,Aviation / Sci-Fi,Flight,Rotor nacelles,Paracausal / Transcendent,Aero hull,1,2,5,1.02,8.0,8.6,2.6,5.55,576,0,0,0.0,0.0,2548,5.7,10,8,6,7,7,55,7,8,1189,21.0,Rare,Restricted,OPT-03-T8,Terrain Adaptive Actuators Mk VIII,11794,OPT-08-T8,Reactive Plating Array Mk VIII,31366,OPT-32-T8,Science Lab Module Mk VIII,42827,266073,352060,Rotor skiff base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-040,Pulse Laser Mk 8-L,WL-025,Pulse Laser Mk 5-L,23296,17.9,28.9,NAVY,SEC,restricted,48,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,35.3,Line,63371,98577,Regular,typeclasses.vehicles.Aircraft,vehicle/aerial/air-rs,nova-rotor-skiff-mk-viii,aerial,atmospheric-craft,rotor-skiff,utility-rotorcraft,apex,rare,restricted,rare,prosperity,line,,,,upsert,True
V-AIR-RS-BLW-T8,Bulwark Rotor skiff Mk VIII,AIR-RS,Rotor skiff,BLW,Bulwark Heavy Industries,8,Apex,Aerial,Atmospheric Craft,Rotor skiff,Light,utility rotorcraft,Aviation / Sci-Fi,Flight,Rotor nacelles,Paracausal / Transcendent,Aero hull,1,2,5,1.07,8.0,8.6,2.6,5.66,521,0,0,0.0,0.0,2498,6.2,9,7,5,8,7,55,8,8,1083,22.1,Rare,Restricted,OPT-04-T8,Hydrojet Overdrive Mk VIII,14602,OPT-12-T8,Phase Veil Baffle Mk VIII,54288,OPT-31-T8,Probe Bay Mk VIII,14040,239508,322438,"Rotor skiff base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-040,Pulse Laser Mk 8-L,WL-025,Pulse Laser Mk 5-L,23296,20.1,31.1,NAVY,SEC,restricted,50,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,37.5,Line,58039,90283,Regular,typeclasses.vehicles.Aircraft,vehicle/aerial/air-rs,bulwark-rotor-skiff-mk-viii,aerial,atmospheric-craft,rotor-skiff,utility-rotorcraft,apex,rare,restricted,rare,prosperity,line,,,,upsert,True
V-AIR-TS-AER-T1,Aetherion Tilt-rotor shuttle Mk I,AIR-TS,Tilt-rotor shuttle,AER,Aetherion Guild,1,Frontier,Aerial,Atmospheric Craft,Tilt-rotor shuttle,Light,rapid personnel lift,Aviation / Sci-Fi,Flight,Turbine / gravitic,Battery / Chemical,Aero hull,2,3,12,1.38,8.8,9.4,2.9,3.15,277,0,0,0.0,0.0,759,1.7,8,4,4,2,0,29,2,4,347,2.8,Rare,Restricted,OPT-04-T1,Hydrojet Overdrive Mk I,1966,OPT-12-T1,Phase Veil Baffle Mk I,7308,OPT-29-T1,Long-Range Tankage Mk I,1739,41047,52060,"Tilt-rotor shuttle base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-003,Courier Defense Laser,WL-405,Flak Cloud Dispenser Mk 1-L,6150,5.4,12.4,NAVY,SEC,restricted,20,Common,VEN-001,Transit Dock 1,dealer,Crew,Tier 1 - payroll purchase,Military,Low,13.2,Line,11453,10412,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/air-ts,aetherion-tilt-rotor-shuttle-mk-i,aerial,atmospheric-craft,tilt-rotor-shuttle,rapid-personnel-lift,frontier,rare,restricted,common,crew,line,,,,upsert,True
V-AIR-TS-NVF-T1,Nova Tilt-rotor shuttle Mk I,AIR-TS,Tilt-rotor shuttle,NVF,Nova Forge Interstellar,1,Frontier,Aerial,Atmospheric Craft,Tilt-rotor shuttle,Light,rapid personnel lift,Aviation / Sci-Fi,Flight,Turbine / gravitic,Battery / Chemical,Aero hull,2,3,12,1.46,8.8,9.4,2.9,3.22,277,0,0,0.0,0.0,759,1.7,8,4,3,4,0,29,4,4,348,5.2,Rare,Restricted,OPT-03-T1,Terrain Adaptive Actuators Mk I,1588,OPT-10-T1,Point-Defense Mesh Mk I,6009,OPT-32-T1,Science Lab Module Mk I,5765,41424,54786,Tilt-rotor shuttle base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-003,Courier Defense Laser,WL-405,Flak Cloud Dispenser Mk 1-L,6150,9.7,16.7,NAVY,SEC,restricted,24,Common,VEN-001,Transit Dock 1,dealer,Crew,Tier 1 - payroll purchase,Military,Low,17.5,Line,12053,10957,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/air-ts,nova-tilt-rotor-shuttle-mk-i,aerial,atmospheric-craft,tilt-rotor-shuttle,rapid-personnel-lift,frontier,rare,restricted,common,crew,line,,,,upsert,True
V-AIR-TS-BLW-T1,Bulwark Tilt-rotor shuttle Mk I,AIR-TS,Tilt-rotor shuttle,BLW,Bulwark Heavy Industries,1,Frontier,Aerial,Atmospheric Craft,Tilt-rotor shuttle,Light,rapid personnel lift,Aviation / Sci-Fi,Flight,Turbine / gravitic,Battery / Chemical,Aero hull,2,3,12,1.53,8.8,9.4,2.9,3.28,250,0,0,0.0,0.0,744,1.8,6,3,2,4,0,29,4,4,327,4.8,Uncommon,Restricted,OPT-02-T1,Silent Lift Coils Mk I,1361,OPT-08-T1,Reactive Plating Array Mk I,4222,OPT-31-T1,Probe Bay Mk I,1890,36152,43625,"Tilt-rotor shuttle base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-003,Courier Defense Laser,WL-405,Flak Cloud Dispenser Mk 1-L,6150,9.7,16.7,NAVY,SEC,restricted,16,Common,VEN-001,Transit Dock 1,dealer,Crew,Tier 1 - payroll purchase,Military,Low,17.5,Line,9598,8725,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/air-ts,bulwark-tilt-rotor-shuttle-mk-i,aerial,atmospheric-craft,tilt-rotor-shuttle,rapid-personnel-lift,frontier,uncommon,restricted,common,crew,line,,,,upsert,True
V-AIR-TS-AER-T2,Aetherion Tilt-rotor shuttle Mk II,AIR-TS,Tilt-rotor shuttle,AER,Aetherion Guild,2,Standard,Aerial,Atmospheric Craft,Tilt-rotor shuttle,Light,rapid personnel lift,Aviation / Sci-Fi,Flight,Turbine / gravitic,Combustion / Reactor,Aero hull,2,3,13,1.42,8.9,9.5,2.9,3.71,326,0,0,0.0,0.0,949,2.1,8,4,4,3,1,34,3,4,431,4.8,Rare,Restricted,OPT-03-T2,Terrain Adaptive Actuators Mk II,2268,OPT-09-T2,Shield Projector Grid Mk II,7888,OPT-30-T2,Jump Beacon Mk II,8816,61957,80929,"Tilt-rotor shuttle base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-010,Pulse Laser Mk 2-L,WL-003,Courier Defense Laser,6582,7.9,14.9,NAVY,SEC,restricted,22,Common,VEN-001,Transit Dock 1,dealer,Crew,Tier 1 - payroll purchase,Military,Low,16.5,Line,17804,16186,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/air-ts,aetherion-tilt-rotor-shuttle-mk-ii,aerial,atmospheric-craft,tilt-rotor-shuttle,rapid-personnel-lift,standard,rare,restricted,common,crew,line,,,,upsert,True
V-AIR-TS-NVF-T2,Nova Tilt-rotor shuttle Mk II,AIR-TS,Tilt-rotor shuttle,NVF,Nova Forge Interstellar,2,Standard,Aerial,Atmospheric Craft,Tilt-rotor shuttle,Light,rapid personnel lift,Aviation / Sci-Fi,Flight,Turbine / gravitic,Combustion / Reactor,Aero hull,2,3,13,1.5,8.9,9.5,2.9,3.78,326,0,0,0.0,0.0,949,2.1,8,4,3,4,1,34,4,4,423,6.2,Rare,Restricted,OPT-04-T2,Hydrojet Overdrive Mk II,2808,OPT-07-T2,Ablative Armor Weave Mk II,3780,OPT-32-T2,Science Lab Module Mk II,8236,60013,74837,Tilt-rotor shuttle base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-010,Pulse Laser Mk 2-L,WL-003,Courier Defense Laser,6582,10.0,17.0,NAVY,SEC,restricted,24,Common,VEN-001,Transit Dock 1,dealer,Crew,Tier 1 - payroll purchase,Military,Low,18.6,Line,16464,14967,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/air-ts,nova-tilt-rotor-shuttle-mk-ii,aerial,atmospheric-craft,tilt-rotor-shuttle,rapid-personnel-lift,standard,rare,restricted,common,crew,line,,,,upsert,True
V-AIR-TS-BLW-T2,Bulwark Tilt-rotor shuttle Mk II,AIR-TS,Tilt-rotor shuttle,BLW,Bulwark Heavy Industries,2,Standard,Aerial,Atmospheric Craft,Tilt-rotor shuttle,Light,rapid personnel lift,Aviation / Sci-Fi,Flight,Turbine / gravitic,Combustion / Reactor,Aero hull,2,3,13,1.58,8.9,9.5,2.9,3.86,294,0,0,0.0,0.0,930,2.3,6,3,2,5,1,34,5,4,400,7.1,Rare,Restricted,OPT-06-T2,Bio-Muscle Lattice Mk II,3240,OPT-08-T2,Reactive Plating Array Mk II,6032,OPT-32-T2,Science Lab Module Mk II,8236,54344,71852,"Tilt-rotor shuttle base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-010,Pulse Laser Mk 2-L,WL-003,Courier Defense Laser,6582,12.1,21.1,NAVY,SEC,restricted,26,Uncommon,VEN-001,Transit Dock 1,dealer,Crew,Tier 1 - payroll purchase,Military,Low,22.7,Line,14370,14370,Regular,typeclasses.vehicles.Aircraft,vehicle/aerial/air-ts,bulwark-tilt-rotor-shuttle-mk-ii,aerial,atmospheric-craft,tilt-rotor-shuttle,rapid-personnel-lift,standard,rare,restricted,uncommon,crew,line,,,,upsert,True
V-AIR-TS-AER-T3,Aetherion Tilt-rotor shuttle Mk III,AIR-TS,Tilt-rotor shuttle,AER,Aetherion Guild,3,Refined,Aerial,Atmospheric Craft,Tilt-rotor shuttle,Light,rapid personnel lift,Aviation / Sci-Fi,Flight,Turbine / gravitic,Fusion / Arcane Core,Aero hull,2,3,13,1.46,9.0,9.6,2.9,4.08,358,0,0,0.0,0.0,1091,2.4,9,5,4,4,2,37,4,5,510,7.0,Rare,Restricted,OPT-06-T3,Bio-Muscle Lattice Mk III,4050,OPT-07-T3,Ablative Armor Weave Mk III,4725,OPT-32-T3,Science Lab Module Mk III,10295,81593,100663,"Tilt-rotor shuttle base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-010,Pulse Laser Mk 2-L,WL-003,Courier Defense Laser,6582,10.2,19.2,NAVY,SEC,restricted,28,Uncommon,VEN-001,Transit Dock 1,dealer,Prosperity,Tier 2 - financed asset,Military,Moderate,21.6,Line,20133,28186,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/air-ts,aetherion-tilt-rotor-shuttle-mk-iii,aerial,atmospheric-craft,tilt-rotor-shuttle,rapid-personnel-lift,refined,rare,restricted,uncommon,prosperity,line,,,,upsert,True
V-AIR-TS-NVF-T3,Nova Tilt-rotor shuttle Mk III,AIR-TS,Tilt-rotor shuttle,NVF,Nova Forge Interstellar,3,Refined,Aerial,Atmospheric Craft,Tilt-rotor shuttle,Light,rapid personnel lift,Aviation / Sci-Fi,Flight,Turbine / gravitic,Fusion / Arcane Core,Aero hull,2,3,13,1.53,9.0,9.6,2.9,4.16,358,0,0,0.0,0.0,1091,2.5,9,5,3,4,2,37,4,5,488,6.8,Rare,Restricted,OPT-03-T3,Terrain Adaptive Actuators Mk III,2835,OPT-08-T3,Reactive Plating Array Mk III,7540,OPT-29-T3,Long-Range Tankage Mk III,3105,76061,89541,Tilt-rotor shuttle base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-010,Pulse Laser Mk 2-L,WL-003,Courier Defense Laser,6582,10.2,19.2,NAVY,SEC,restricted,28,Uncommon,VEN-001,Transit Dock 1,dealer,Crew,Tier 1 - payroll purchase,Military,Low,21.6,Line,17908,17908,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/air-ts,nova-tilt-rotor-shuttle-mk-iii,aerial,atmospheric-craft,tilt-rotor-shuttle,rapid-personnel-lift,refined,rare,restricted,uncommon,crew,line,,,,upsert,True
